Luffy Blue signed model B 8×10 Photo -PROOF- -CERTIFICATE-  (A0001),LuffyB000130112022rb,29.95,1,,39,,rb
Luffy Rage signed model B 8×10 Photo -PROOF- -CERTIFICATE-  (A0002),LuffyR000230112022rb,29.95,1,,39,,rb
Luffy Red signed model B 8×10 Photo -PROOF- -CERTIFICATE-  (A0003),LuffyR000330112022rb,29.95,1,,39,,rb
Zoro Aura signed model B 8×10 Photo -PROOF- -CERTIFICATE-  (A0004),ZoroA000430112022rb,29.95,1,,39,,rb
Zoro Cry signed model B 8×10 Photo -PROOF- -CERTIFICATE-  (A0005),ZoroC000530112022rb,29.95,1,,39,,rb
