product_name,sku,price,Sale_price,photos,video,name,name-link
Aidra Fox signed model B 8x10 Photo -PROOF- -CERTIFICATE-  (A00011),AidraF0001102012023rb,29.95,22.95,Aidra_Fox_Jon_B_Lena_Pail_signed_Rp_00011.jpg|Aidra_Fox_Proof.jpg,"[video width=""360"" height=""640"" mp4=""https://stalicali.com/wp-content/uploads/wpallimport/files/Aidra_Fox_Signing_Autographs_Video.mp4""][/video]",Aidra Fox,Aidra-Fox
Aidra Fox signed model B 8x10 Photo -PROOF- -CERTIFICATE-  (A00013),AidraF0001302012023rb,29.95,22.95,Aidra_Fox_Jon_B_Lena_Pail_signed_Rp_00013.jpg|Aidra_Fox_Proof.jpg,"[video width=""360"" height=""640"" mp4=""https://stalicali.com/wp-content/uploads/wpallimport/files/Aidra_Fox_Signing_Autographs_Video.mp4""][/video]",Aidra Fox,Aidra-Fox
Aidra Fox signed model B 8x10 Photo -PROOF- -CERTIFICATE-  (A00014),AidraF0001402012023rb,29.95,22.95,Aidra_Fox_Jon_B_Lena_Pail_signed_Rp_00014.jpg|Aidra_Fox_Proof.jpg,"[video width=""360"" height=""640"" mp4=""https://stalicali.com/wp-content/uploads/wpallimport/files/Aidra_Fox_Signing_Autographs_Video.mp4""][/video]",Aidra Fox,Aidra-Fox
Aidra Fox signed model B 8x10 Photo -PROOF- -CERTIFICATE-  (A0002),AidraF000202012023rb,29.95,22.95,Aidra_Fox_Jon_B_Lena_Pail_signed_Rp_0002.jpg|Aidra_Fox_Proof.jpg,"[video width=""360"" height=""640"" mp4=""https://stalicali.com/wp-content/uploads/wpallimport/files/Aidra_Fox_Signing_Autographs_Video.mp4""][/video]",Aidra Fox,Aidra-Fox
Aidra Fox signed model B 8x10 Photo -PROOF- -CERTIFICATE-  (A00030),AidraF0003002012023rb,29.95,22.95,Aidra_Fox_Jon_B_Lena_Pail_signed_Rp_00030.jpg|Aidra_Fox_Proof.jpg,"[video width=""360"" height=""640"" mp4=""https://stalicali.com/wp-content/uploads/wpallimport/files/Aidra_Fox_Signing_Autographs_Video.mp4""][/video]",Aidra Fox,Aidra-Fox
Aidra Fox signed model B 8x10 Photo -PROOF- -CERTIFICATE-  (A00033),AidraF0003302012023rb,29.95,22.95,Aidra_Fox_Jon_B_Lena_Pail_signed_Rp_00033.jpg|Aidra_Fox_Proof.jpg,"[video width=""360"" height=""640"" mp4=""https://stalicali.com/wp-content/uploads/wpallimport/files/Aidra_Fox_Signing_Autographs_Video.mp4""][/video]",Aidra Fox,Aidra-Fox
Aidra Fox signed model B 8x10 Photo -PROOF- -CERTIFICATE-  (A00034),AidraF0003402012023rb,29.95,22.95,Aidra_Fox_Jon_B_Lena_Pail_signed_Rp_00034.jpg|Aidra_Fox_Proof.jpg,"[video width=""360"" height=""640"" mp4=""https://stalicali.com/wp-content/uploads/wpallimport/files/Aidra_Fox_Signing_Autographs_Video.mp4""][/video]",Aidra Fox,Aidra-Fox
Aidra Fox signed model B 8x10 Photo -PROOF- -CERTIFICATE-  (A00036),AidraF0003602012023rb,29.95,22.95,Aidra_Fox_Jon_B_Lena_Pail_signed_Rp_00036.jpg|Aidra_Fox_Proof.jpg,"[video width=""360"" height=""640"" mp4=""https://stalicali.com/wp-content/uploads/wpallimport/files/Aidra_Fox_Signing_Autographs_Video.mp4""][/video]",Aidra Fox,Aidra-Fox
Aidra Fox signed model B 8x10 Photo -PROOF- -CERTIFICATE-  (A00037),AidraF0003702012023rb,29.95,22.95,Aidra_Fox_Jon_B_Lena_Pail_signed_Rp_00037.jpg|Aidra_Fox_Proof.jpg,"[video width=""360"" height=""640"" mp4=""https://stalicali.com/wp-content/uploads/wpallimport/files/Aidra_Fox_Signing_Autographs_Video.mp4""][/video]",Aidra Fox,Aidra-Fox
Aidra Fox signed model B 8x10 Photo -PROOF- -CERTIFICATE-  (A00039),AidraF0003902012023rb,29.95,22.95,Aidra_Fox_Jon_B_Lena_Pail_signed_Rp_00039.jpg|Aidra_Fox_Proof.jpg,"[video width=""360"" height=""640"" mp4=""https://stalicali.com/wp-content/uploads/wpallimport/files/Aidra_Fox_Signing_Autographs_Video.mp4""][/video]",Aidra Fox,Aidra-Fox
