product_name,sku,price,Sale_price,photos,video,name,name-link,name2,name2link
Abbey Rain & 0000 0001 signed TS TRANNY XXX 8×10 Photo -PROOF- (A0001),AbbeyR000118122022tsxc,94.95,74.95,Abbey_rain_0000_0001.jpg|Abbey_Rain_Proof.jpg|0000_0001_Proof.jpg,"[video width=""360"" height=""640"" mp4=""https://stalicali.com/wp-content/uploads/wpallimport/files/Abbey_Rain_Signing_Autographs_Video.mp4""][/video]",Abbey Rain,Abbey-Rain,0000 0001,0000-0001
Abby Cross & 0000 4000 signed TS TRANNY XXX 8×10 Photo -PROOF- (A4000),AbbyC400018122022tsxc,94.95,74.95,Abby_Cross_0000_4000.jpg|Abby_Cross_Proof.jpg|0000_4000_Proof.jpg,"[video width=""360"" height=""640"" mp4=""https://stalicali.com/wp-content/uploads/wpallimport/files/Abby_Cross_Signing_Autographs_Video.mp4""][/video]",Abby Cross,Abby-Cross,0000 4000,0000-4000
Abby Cross & 0001  1000 signed TS TRANNY XXX 8×10 Photo -PROOF- (A1000),AbbyC100018122022tsxc,94.95,74.95,Abby_Cross_0001 _1000.jpg|Abby_Cross_Proof.jpg|0001 _1000_Proof.jpg,"[video width=""360"" height=""640"" mp4=""https://stalicali.com/wp-content/uploads/wpallimport/files/Abby_Cross_Signing_Autographs_Video.mp4""][/video]",Abby Cross,Abby-Cross,0001  1000,0001 -1000
Abby Cross & 0001 0023 signed TS TRANNY XXX 8×10 Photo -PROOF- (A0023),AbbyC002318122022tsxc,94.95,74.95,Abby_Cross_0001_0023.jpg|Abby_Cross_Proof.jpg|0001_0023_Proof.jpg,"[video width=""360"" height=""640"" mp4=""https://stalicali.com/wp-content/uploads/wpallimport/files/Abby_Cross_Signing_Autographs_Video.mp4""][/video]",Abby Cross,Abby-Cross,0001 0023,0001-0023
Abby Cross & 000 0005 signed TS TRANNY XXX 8×10 Photo -PROOF- (A0005),AbbyC000518122022tsxc,94.95,74.95,Abby_Cross_000_0005.jpg|Abby_Cross_Proof.jpg|000_0005_Proof.jpg,"[video width=""360"" height=""640"" mp4=""https://stalicali.com/wp-content/uploads/wpallimport/files/Abby_Cross_Signing_Autographs_Video.mp4""][/video]",Abby Cross,Abby-Cross,000 0005,000-0005
Lena Paul & Signed 8X10 signed TS TRANNY XXX 8×10 Photo -PROOF- (A0056),LenaP005618122022tsxc,94.95,74.95,Lena_Paul_signed_8x10_0056.jpg|Lena_Paul_Proof.jpg|Signed_8X10_Proof.jpg,"[video width=""360"" height=""640"" mp4=""https://stalicali.com/wp-content/uploads/wpallimport/files/Lena_Paul_Signing_Autographs_Video.mp4""][/video]",Lena Paul,Lena-Paul,Signed 8X10,Signed-8X10
Lena Paul & Signed 8X10 signed TS TRANNY XXX 8×10 Photo -PROOF- (A1240),LenaP124018122022tsxc,94.95,74.95,Lena_Paul_signed_8x10_1240.jpg|Lena_Paul_Proof.jpg|Signed_8X10_Proof.jpg,"[video width=""360"" height=""640"" mp4=""https://stalicali.com/wp-content/uploads/wpallimport/files/Lena_Paul_Signing_Autographs_Video.mp4""][/video]",Lena Paul,Lena-Paul,Signed 8X10,Signed-8X10
Lena Paul & Signed 8X10 signed TS TRANNY XXX 8×10 Photo -PROOF- (A0001),LenaP000118122022tsxc,94.95,74.95,Lena_Paul_signed_8x10_124_0001.jpg|Lena_Paul_Proof.jpg|Signed_8X10_Proof.jpg,"[video width=""360"" height=""640"" mp4=""https://stalicali.com/wp-content/uploads/wpallimport/files/Lena_Paul_Signing_Autographs_Video.mp4""][/video]",Lena Paul,Lena-Paul,Signed 8X10,Signed-8X10
Lena Paul & Signed 8X10 signed TS TRANNY XXX 8×10 Photo -PROOF- (A0002),LenaP000218122022tsxc,94.95,74.95,Lena_Paul_signed_8x10_124_0002.jpg|Lena_Paul_Proof.jpg|Signed_8X10_Proof.jpg,"[video width=""360"" height=""640"" mp4=""https://stalicali.com/wp-content/uploads/wpallimport/files/Lena_Paul_Signing_Autographs_Video.mp4""][/video]",Lena Paul,Lena-Paul,Signed 8X10,Signed-8X10
