[t,Sku,Regular Price,Stock,Image URL,On Ebay,Group,Person Name,C:Team,C:League
Aimee Mann Authentic signed rock 8x10 photo W/Certificate Autographed (A1,AimeeM11232016A1,59.95,0,https://theautographbank.com/wp-content/uploads/2016/11/aimee20mann205-820a201.jpg|https://theautographbank.com/wp-content/uploads/2016/11/aimee20mann205-820a202.jpg,,21,Amiee Mann,rpr,
Aimee Mann Authentic signed rock 8x10 photo W/Certificate Autographed (A3,AimeeM11232016A3,59.95,0,https://theautographbank.com/wp-content/uploads/2016/11/aimee20mann205-820c201.jpg|https://theautographbank.com/wp-content/uploads/2016/11/aimee20mann205-820c202.jpg,,21,Amiee Mann,rpr,
Airforce May signed model 8x10 Photo -PROOF- -CERTIFICATE- (A0001),AirforceM06172020PRegY0001,24.99,0,https://theautographbank.com//wp-content/uploads/wpallimport/files/AirForce%20May%203%2025%202017%20000%20_0001.jpg|https://theautographbank.com//wp-content/uploads/wpallimport/files/Airforce%20May%20Proof.jpg,,22,Aidra Fox,rpr,
Airforce May signed model 8x10 Photo -PROOF- -CERTIFICATE- (A0002),AirforceM06172020PRegY0002,24.99,0,https://theautographbank.com//wp-content/uploads/wpallimport/files/AirForce%20May%203%2025%202017%20000%20_0002.jpg|https://theautographbank.com//wp-content/uploads/wpallimport/files/Airforce%20May%20Proof.jpg,,22,Aidra Fox,rpr,
Airforce May signed model 8x10 Photo -PROOF- -CERTIFICATE- (A0003),AirforceM06172020PRegY0003,24.99,0,https://theautographbank.com//wp-content/uploads/wpallimport/files/AirForce%20May%203%2025%202017%20000%20_0003.jpg|https://theautographbank.com//wp-content/uploads/wpallimport/files/Airforce%20May%20Proof.jpg,,22,Aidra Fox,rpr,
Aj Applegate signed model 8x10 Photo -PROOF- -CERTIFICATE- (A0001),AjA09202017aY0001,17.99,0,https://theautographbank.com/wp-content/uploads/2017/09/aj-applegate-_9-17-2017_0001.jpg|https://theautographbank.com//wp-content/uploads/wpallimport/files/modelproof.jpg,,22,Aidra Fox,rpr,
Aj Applegate signed model 8x10 Photo -PROOF- -CERTIFICATE- (A0002),AjA09202017aY0002,17.99,0,https://theautographbank.com/wp-content/uploads/2017/09/aj-applegate-_9-17-2017_0002.jpg|https://theautographbank.com//wp-content/uploads/wpallimport/files/modelproof.jpg,,23,Aidra Fox,grb,
Aj Applegate signed model 8x10 Photo -PROOF- -CERTIFICATE- (A0006),AjA09202017aY0006,17.99,0,https://theautographbank.com/wp-content/uploads/2017/09/aj-applegate-_9-17-2017_0006.jpg|https://theautographbank.com//wp-content/uploads/wpallimport/files/modelproof.jpg,,23,Aidra Fox,grb,
Aj Applegate signed model 8x10 Photo -PROOF- -CERTIFICATE- (A0007),AjA09202017aY0007,17.99,0,https://theautographbank.com/wp-content/uploads/2017/09/aj-applegate-_9-17-2017_0007.jpg|https://theautographbank.com//wp-content/uploads/wpallimport/files/modelproof.jpg,,23,Aidra Fox,grb,
Aj Applegate signed model 8x10 Photo -PROOF- -CERTIFICATE- (A0008),AjA09202017aY0008,17.99,0,https://theautographbank.com/wp-content/uploads/2017/09/aj-applegate-_9-17-2017_0008.jpg|https://theautographbank.com//wp-content/uploads/wpallimport/files/modelproof.jpg,,23,Aidra Fox,grb,
Aj Applegate signed model 8x10 Photo -PROOF- -CERTIFICATE- (A0009),AjA09202017aY0009,17.99,0,https://theautographbank.com/wp-content/uploads/2017/09/aj-applegate-_9-17-2017_0009.jpg|https://theautographbank.com//wp-content/uploads/wpallimport/files/modelproof.jpg,,24,Aidra Fox,gr,
Aj Applegate signed model 8x10 Photo -PROOF- -CERTIFICATE- (A0010),AjA09202017aY0010,17.99,0,https://theautographbank.com/wp-content/uploads/2017/09/aj-applegate-_9-17-2017_0010.jpg|https://theautographbank.com//wp-content/uploads/wpallimport/files/modelproof.jpg,,24,Aidra Fox,gr,
Aj Applegate signed model 8x10 Photo -PROOF- -CERTIFICATE- (A0011),AjA09202017aY0011,17.99,0,https://theautographbank.com/wp-content/uploads/2017/09/aj-applegate-_9-17-2017_0011.jpg|https://theautographbank.com//wp-content/uploads/wpallimport/files/modelproof.jpg,,24,Aidra Fox,gr,
